,timestamp-start,timestamp-end,user,message,filename
34,00:05:56.000,00:05:56.900,Abril Yuliza Collantes Maturrano,no jeje,raw_data/presentchats/1_21_setiembre_2020.txt
35,00:06:38.000,00:06:38.900,Carlos Siles Alfaro,bueno yo tambien conozco una familia de full pelo gris ,raw_data/presentchats/1_21_setiembre_2020.txt
36,00:07:48.000,00:07:48.900,Carlos Siles Alfaro,efectivamente,raw_data/presentchats/1_21_setiembre_2020.txt
37,00:07:50.000,00:07:50.900,Dante Leonardo Zena Blascano,así es,raw_data/presentchats/1_21_setiembre_2020.txt
38,00:07:50.000,00:07:50.900,Andre Alberto Gamarra Grandez,si profe ,raw_data/presentchats/1_21_setiembre_2020.txt
39,00:07:52.000,00:07:52.900,Carla Patricia Valdez Diaz,jajaajaj es como si leyera la mente,raw_data/presentchats/1_21_setiembre_2020.txt
40,00:08:35.000,00:08:35.900,Carla Patricia Valdez Diaz,un sondeo?,raw_data/presentchats/1_21_setiembre_2020.txt
41,00:08:35.000,00:08:35.900,Carlos Siles Alfaro,el poll?,raw_data/presentchats/1_21_setiembre_2020.txt
42,00:08:36.000,00:08:36.900,Abril Yuliza Collantes Maturrano,leí pero me da palta porque no entendí mucho 😶,raw_data/presentchats/1_21_setiembre_2020.txt
43,00:08:53.000,00:08:53.900,Giosue Melo Fung,se presiono profe,raw_data/presentchats/1_21_setiembre_2020.txt
44,00:08:56.000,00:08:56.900,Dante Leonardo Zena Blascano,creo que sí se puede ver,raw_data/presentchats/1_21_setiembre_2020.txt
45,00:09:11.000,00:09:11.900,Carlos Siles Alfaro,que levanten la mano facil,raw_data/presentchats/1_21_setiembre_2020.txt
46,00:09:17.000,00:09:17.900,Marco Antonio Del Rio Perez,creo que si profe,raw_data/presentchats/1_21_setiembre_2020.txt
47,00:10:25.000,00:10:25.900,Dante Leonardo Zena Blascano,jajaj,raw_data/presentchats/1_21_setiembre_2020.txt
48,00:10:35.000,00:10:35.900,Carlos Siles Alfaro,uy ya no son anonimos los polls jajaja,raw_data/presentchats/1_21_setiembre_2020.txt
49,00:12:02.000,00:12:02.900,Omar De Jesus Alegria Jimenez,Ese es Walmart jaja ,raw_data/presentchats/1_21_setiembre_2020.txt
50,00:12:09.000,00:12:09.900,Omar De Jesus Alegria Jimenez,No ,raw_data/presentchats/1_21_setiembre_2020.txt
51,00:12:15.000,00:12:15.900,Dante Leonardo Zena Blascano,o sea tb esa,raw_data/presentchats/1_21_setiembre_2020.txt
52,00:12:25.000,00:12:25.900,Omar De Jesus Alegria Jimenez,Ya se delató ,raw_data/presentchats/1_21_setiembre_2020.txt
53,00:14:56.000,00:14:56.900,Miguel Erick Llerena Malpartida,Vale profe,raw_data/presentchats/1_21_setiembre_2020.txt
54,00:14:58.000,00:14:58.900,Miguel Erick Llerena Malpartida,gracias,raw_data/presentchats/1_21_setiembre_2020.txt
55,00:18:17.000,00:18:17.900,Carla Patricia Valdez Diaz,el pre financial close?,raw_data/presentchats/1_21_setiembre_2020.txt
56,00:19:46.000,00:19:46.900,Carla Patricia Valdez Diaz,"ahi es donde recien planean la ejecucion de coberturas, cierto?",raw_data/presentchats/1_21_setiembre_2020.txt
57,00:21:55.000,00:21:55.900,Dante Leonardo Zena Blascano,DCH,raw_data/presentchats/1_21_setiembre_2020.txt
58,00:21:59.000,00:21:59.900,Dante Leonardo Zena Blascano,Swaptions,raw_data/presentchats/1_21_setiembre_2020.txt
59,00:22:03.000,00:22:03.900,Carla Patricia Valdez Diaz,forward starting swaps,raw_data/presentchats/1_21_setiembre_2020.txt
60,00:22:04.000,00:22:04.900,Abril Yuliza Collantes Maturrano,forward starting swap,raw_data/presentchats/1_21_setiembre_2020.txt
61,00:22:14.000,00:22:14.900,Carla Patricia Valdez Diaz,o un combo de todos,raw_data/presentchats/1_21_setiembre_2020.txt
62,00:24:05.000,00:24:05.900,Carla Patricia Valdez Diaz,son hedges q pueden ser cancelados si no se cierra,raw_data/presentchats/1_21_setiembre_2020.txt
63,00:25:18.000,00:25:18.900,Omar De Jesus Alegria Jimenez,"Como que nunca se activa si no hubo financiamiento, sin compromiso entonces",raw_data/presentchats/1_21_setiembre_2020.txt
64,00:25:30.000,00:25:30.900,Omar De Jesus Alegria Jimenez,pero tuviste que pagar algo?,raw_data/presentchats/1_21_setiembre_2020.txt
65,00:25:38.000,00:25:38.900,Omar De Jesus Alegria Jimenez,OK,raw_data/presentchats/1_21_setiembre_2020.txt
66,00:28:10.000,00:28:10.900,Dante Leonardo Zena Blascano,SI,raw_data/presentchats/1_21_setiembre_2020.txt
67,00:28:11.000,00:28:11.900,Carla Patricia Valdez Diaz,sii,raw_data/presentchats/1_21_setiembre_2020.txt
68,00:28:12.000,00:28:12.900,Alvaro Alberto Guevara Lazaro,si,raw_data/presentchats/1_21_setiembre_2020.txt
69,00:28:12.000,00:28:12.900,Dante Leonardo Zena Blascano,si*,raw_data/presentchats/1_21_setiembre_2020.txt
70,00:28:13.000,00:28:13.900,Abril Yuliza Collantes Maturrano,¿es lo de open ended MTM risk?,raw_data/presentchats/1_21_setiembre_2020.txt
71,00:28:40.000,00:28:40.900,Juan Manuel Calvo Rupay,"en el swaption de tasa, se fija la tasa en el momento de entrar al swaption o cuando se activa el swap?",raw_data/presentchats/1_21_setiembre_2020.txt
72,00:33:21.000,00:33:21.900,Juan Manuel Calvo Rupay,si,raw_data/presentchats/1_21_setiembre_2020.txt
73,00:33:24.000,00:33:24.900,Marco Antonio Del Rio Perez,si,raw_data/presentchats/1_21_setiembre_2020.txt
74,00:33:27.000,00:33:27.900,Miguel Erick Llerena Malpartida,si,raw_data/presentchats/1_21_setiembre_2020.txt
75,00:34:56.000,00:34:56.900,Dante Leonardo Zena Blascano,creo que no,raw_data/presentchats/1_21_setiembre_2020.txt
76,00:35:02.000,00:35:02.900,Omar De Jesus Alegria Jimenez,Ahora estamos hablando de cual caso profe?,raw_data/presentchats/1_21_setiembre_2020.txt
77,00:35:33.000,00:35:33.900,Dante Leonardo Zena Blascano,claro,raw_data/presentchats/1_21_setiembre_2020.txt
78,00:35:34.000,00:35:34.900,Omar De Jesus Alegria Jimenez,Ah claro no entras,raw_data/presentchats/1_21_setiembre_2020.txt
79,00:35:52.000,00:35:52.900,Juan Manuel Calvo Rupay,"el swaption debe ser más caro, abre la posibilidad de hacer otro swap",raw_data/presentchats/1_21_setiembre_2020.txt
80,00:35:55.000,00:35:55.900,Juan Manuel Calvo Rupay,a tasa fair,raw_data/presentchats/1_21_setiembre_2020.txt
81,00:35:56.000,00:35:56.900,Omar De Jesus Alegria Jimenez,No ejecutas,raw_data/presentchats/1_21_setiembre_2020.txt
82,00:36:05.000,00:36:05.900,Marco Antonio Del Rio Perez,neogcio un swap en el mercado a la tasa de ese momento,raw_data/presentchats/1_21_setiembre_2020.txt
83,00:37:12.000,00:37:12.900,Marco Antonio Del Rio Perez,no,raw_data/presentchats/1_21_setiembre_2020.txt
84,00:37:29.000,00:37:29.900,Juan Manuel Calvo Rupay,"no eres trader, eres cfo",raw_data/presentchats/1_21_setiembre_2020.txt
85,00:38:10.000,00:38:10.900,Juan Manuel Calvo Rupay,ah bueno lo ejecutas y sales jajaj,raw_data/presentchats/1_21_setiembre_2020.txt
86,00:38:29.000,00:38:29.900,Juan Manuel Calvo Rupay,positivo,raw_data/presentchats/1_21_setiembre_2020.txt
87,00:38:32.000,00:38:32.900,Omar De Jesus Alegria Jimenez,Positivo a tu favor,raw_data/presentchats/1_21_setiembre_2020.txt
88,00:39:07.000,00:39:07.900,Fernando Miguel Ruiz De La Cruz,no entras ,raw_data/presentchats/1_21_setiembre_2020.txt
89,00:39:25.000,00:39:25.900,Omar De Jesus Alegria Jimenez,pagas prima,raw_data/presentchats/1_21_setiembre_2020.txt
90,00:39:26.000,00:39:26.900,Marco Antonio Del Rio Perez,La prima,raw_data/presentchats/1_21_setiembre_2020.txt
91,00:39:30.000,00:39:30.900,Juan Manuel Calvo Rupay,prima alta,raw_data/presentchats/1_21_setiembre_2020.txt
92,00:40:12.000,00:40:12.900,Abril Yuliza Collantes Maturrano,jaja está bien,raw_data/presentchats/1_21_setiembre_2020.txt
93,00:40:19.000,00:40:19.900,Abril Yuliza Collantes Maturrano,bastante,raw_data/presentchats/1_21_setiembre_2020.txt
94,00:40:26.000,00:40:26.900,Juan Manuel Calvo Rupay,ordenadaso profe,raw_data/presentchats/1_21_setiembre_2020.txt
95,00:40:29.000,00:40:29.900,Abril Yuliza Collantes Maturrano,ajá 😸,raw_data/presentchats/1_21_setiembre_2020.txt
96,00:40:32.000,00:40:32.900,Omar De Jesus Alegria Jimenez,Jaja Abril es Control de Calidad 👌,raw_data/presentchats/1_21_setiembre_2020.txt
97,00:42:14.000,00:42:14.900,Juan Manuel Calvo Rupay,de cuantos básicos es ese spread maso?,raw_data/presentchats/1_21_setiembre_2020.txt
98,00:45:12.000,00:45:12.900,Marco Antonio Del Rio Perez,si,raw_data/presentchats/1_21_setiembre_2020.txt
99,00:45:13.000,00:45:13.900,Fernando Miguel Ruiz De La Cruz,si claro,raw_data/presentchats/1_21_setiembre_2020.txt
100,00:45:14.000,00:45:14.900,Dante Leonardo Zena Blascano,sí,raw_data/presentchats/1_21_setiembre_2020.txt
101,00:45:36.000,00:45:36.900,Juan Manuel Calvo Rupay,"pero eso realmente afecta al banco?, si no se da nunca existió y si se da, se da",raw_data/presentchats/1_21_setiembre_2020.txt
102,00:46:39.000,00:46:39.900,Abril Yuliza Collantes Maturrano,las tasas en el mercado,raw_data/presentchats/1_21_setiembre_2020.txt
103,00:47:33.000,00:47:33.900,Juan Manuel Calvo Rupay,entorno,raw_data/presentchats/1_21_setiembre_2020.txt
104,00:47:40.000,00:47:40.900,Abril Yuliza Collantes Maturrano,expectativas,raw_data/presentchats/1_21_setiembre_2020.txt
105,00:47:43.000,00:47:43.900,Fernando Miguel Ruiz De La Cruz,la demanda de fondos?,raw_data/presentchats/1_21_setiembre_2020.txt
106,00:48:02.000,00:48:02.900,Carla Patricia Valdez Diaz,drivers?,raw_data/presentchats/1_21_setiembre_2020.txt
107,00:48:03.000,00:48:03.900,Fernando Miguel Ruiz De La Cruz,volatilidad,raw_data/presentchats/1_21_setiembre_2020.txt
108,00:50:29.000,00:50:29.900,Juan Manuel Calvo Rupay,"no me queda claro porq el hecho de que no se dé el deal es tan perjudicial para el banco, osea entiendo que si no se llega a dar friegas el planeamiento del mismo banco porq tenia mapeado un swap que ya no va, pero eso realmente afecta tanto?",raw_data/presentchats/1_21_setiembre_2020.txt
109,00:50:30.000,00:50:30.900,Dante Leonardo Zena Blascano,si,raw_data/presentchats/1_21_setiembre_2020.txt
110,00:52:07.000,00:52:07.900,Juan Manuel Calvo Rupay,"entiendo, el banco lockea desde el punto 0 okok",raw_data/presentchats/1_21_setiembre_2020.txt
111,00:54:10.000,00:54:10.900,Omar De Jesus Alegria Jimenez,A qué se refiere con lockear una parte?,raw_data/presentchats/1_21_setiembre_2020.txt
112,00:57:45.000,00:57:45.900,Omar De Jesus Alegria Jimenez,Claro,raw_data/presentchats/1_21_setiembre_2020.txt
113,00:58:09.000,00:58:09.900,Fernando Miguel Ruiz De La Cruz,"Totalmente, y ese lockeo del banco lo hace dinámicamente a través de sus traders no?",raw_data/presentchats/1_21_setiembre_2020.txt
114,00:58:12.000,00:58:12.900,Fernando Miguel Ruiz De La Cruz,día a dia,raw_data/presentchats/1_21_setiembre_2020.txt
115,00:58:47.000,00:58:47.900,Omar De Jesus Alegria Jimenez,Suena caro.,raw_data/presentchats/1_21_setiembre_2020.txt
116,00:58:56.000,00:58:56.900,Juan Manuel Calvo Rupay,"el banco te cobra por el descalze incubrible, quedó claro gracias profe",raw_data/presentchats/1_21_setiembre_2020.txt
117,00:59:30.000,00:59:30.900,Juan Manuel Calvo Rupay,"pero sí, la estructura es un toq compleja",raw_data/presentchats/1_21_setiembre_2020.txt
118,01:02:33.000,01:02:33.900,Carla Patricia Valdez Diaz,comparar grandes vol,raw_data/presentchats/1_21_setiembre_2020.txt
119,01:02:33.000,01:02:33.900,Miguel Erick Llerena Malpartida,"Basicamente, comprar a productores directos y vender a consumidores finales",raw_data/presentchats/1_21_setiembre_2020.txt
120,01:02:36.000,01:02:36.900,Marco Antonio Del Rio Perez,Economías de escala para vender a un precio bajo,raw_data/presentchats/1_21_setiembre_2020.txt
121,01:02:59.000,01:02:59.900,Fernando Miguel Ruiz De La Cruz,Full eficiencia,raw_data/presentchats/1_21_setiembre_2020.txt
122,01:03:03.000,01:03:03.900,Carla Patricia Valdez Diaz,*comprar,raw_data/presentchats/1_21_setiembre_2020.txt
123,01:10:03.000,01:10:03.900,Carla Patricia Valdez Diaz,era la mas grande en el 2005,raw_data/presentchats/1_21_setiembre_2020.txt
124,01:10:49.000,01:10:49.900,Abril Yuliza Collantes Maturrano,las ventas internacionales no llegaron al 30% ,raw_data/presentchats/1_21_setiembre_2020.txt
125,01:11:23.000,01:11:23.900,Dante Leonardo Zena Blascano,porque se metierona IR Swaps,raw_data/presentchats/1_21_setiembre_2020.txt
126,01:11:27.000,01:11:27.900,Dante Leonardo Zena Blascano,metieron a*,raw_data/presentchats/1_21_setiembre_2020.txt
127,01:11:32.000,01:11:32.900,Fernando Miguel Ruiz De La Cruz,swapearon su deuda fija a variable,raw_data/presentchats/1_21_setiembre_2020.txt
128,01:11:34.000,01:11:34.900,Carlos Siles Alfaro,tenian tasas fijas pero entrar a swaps de variable,raw_data/presentchats/1_21_setiembre_2020.txt
129,01:13:31.000,01:13:31.900,Juan Manuel Calvo Rupay,mas tasa es menos consumo,raw_data/presentchats/1_21_setiembre_2020.txt
130,01:13:35.000,01:13:35.900,Carla Patricia Valdez Diaz,le va quitando la posibilidad de seguir en su plan de precios bajos,raw_data/presentchats/1_21_setiembre_2020.txt
131,01:18:39.000,01:18:39.900,Juan Manuel Calvo Rupay,pero puede pasar un caso tipo stagflation donde haya inflación pero la economía esta mal,raw_data/presentchats/1_21_setiembre_2020.txt
132,01:18:49.000,01:18:49.900,Juan Manuel Calvo Rupay,claro,raw_data/presentchats/1_21_setiembre_2020.txt
133,01:18:50.000,01:18:50.900,Fernando Miguel Ruiz De La Cruz,de acuerdo,raw_data/presentchats/1_21_setiembre_2020.txt
134,01:20:00.000,01:20:00.900,Juan Manuel Calvo Rupay,pagas menos ahora y más luego?,raw_data/presentchats/1_21_setiembre_2020.txt
135,01:20:18.000,01:20:18.900,Juan Manuel Calvo Rupay,si,raw_data/presentchats/1_21_setiembre_2020.txt
136,01:22:54.000,01:22:54.900,Fernando Miguel Ruiz De La Cruz,3.5,raw_data/presentchats/1_21_setiembre_2020.txt
137,01:23:46.000,01:23:46.900,Fernando Miguel Ruiz De La Cruz,ah ok,raw_data/presentchats/1_21_setiembre_2020.txt
138,01:24:28.000,01:24:28.900,Dante Leonardo Zena Blascano,sí,raw_data/presentchats/1_21_setiembre_2020.txt
139,01:24:29.000,01:24:29.900,Alvaro Alberto Guevara Lazaro,si,raw_data/presentchats/1_21_setiembre_2020.txt
140,01:24:31.000,01:24:31.900,Marco Antonio Del Rio Perez,si,raw_data/presentchats/1_21_setiembre_2020.txt
141,01:24:34.000,01:24:34.900,Fernando Miguel Ruiz De La Cruz,profe entonces la curva swap es la izquierda no?,raw_data/presentchats/1_21_setiembre_2020.txt
142,01:25:23.000,01:25:23.900,Fernando Miguel Ruiz De La Cruz,si no cerraba el swap 4%,raw_data/presentchats/1_21_setiembre_2020.txt
143,01:26:05.000,01:26:05.900,Juan Manuel Calvo Rupay,L6m + 5,raw_data/presentchats/1_21_setiembre_2020.txt
144,01:26:08.000,01:26:08.900,Omar De Jesus Alegria Jimenez,L6m de dentro de 6 meses + spread,raw_data/presentchats/1_21_setiembre_2020.txt
145,01:26:14.000,01:26:14.900,Dante Leonardo Zena Blascano,0,raw_data/presentchats/1_21_setiembre_2020.txt
146,01:26:20.000,01:26:20.900,Juan Manuel Calvo Rupay,cierto 0,raw_data/presentchats/1_21_setiembre_2020.txt
147,01:26:26.000,01:26:26.900,Dante Leonardo Zena Blascano,0.5%,raw_data/presentchats/1_21_setiembre_2020.txt
148,01:26:27.000,01:26:27.900,Carla Patricia Valdez Diaz,0.5%,raw_data/presentchats/1_21_setiembre_2020.txt
149,01:26:28.000,01:26:28.900,Marco Antonio Del Rio Perez,0.5%,raw_data/presentchats/1_21_setiembre_2020.txt
150,01:27:09.000,01:27:09.900,Alvaro Alberto Guevara Lazaro,1%,raw_data/presentchats/1_21_setiembre_2020.txt
151,01:27:14.000,01:27:14.900,Juan Manuel Calvo Rupay,no se sabe,raw_data/presentchats/1_21_setiembre_2020.txt
152,01:27:15.000,01:27:15.900,Fernando Miguel Ruiz De La Cruz,la implícita entre 0.5 y 1.0,raw_data/presentchats/1_21_setiembre_2020.txt
153,01:27:17.000,01:27:17.900,Omar De Jesus Alegria Jimenez,L6m de dentro de 6 mses,raw_data/presentchats/1_21_setiembre_2020.txt
154,01:27:19.000,01:27:19.900,Dante Leonardo Zena Blascano,la de 6m en un año,raw_data/presentchats/1_21_setiembre_2020.txt
155,01:27:22.000,01:27:22.900,Omar De Jesus Alegria Jimenez,no se sabe,raw_data/presentchats/1_21_setiembre_2020.txt
156,01:27:25.000,01:27:25.900,Marco Antonio Del Rio Perez,La tasa libor 6m 6 meses despues de firmar,raw_data/presentchats/1_21_setiembre_2020.txt
157,01:28:09.000,01:28:09.900,Fernando Miguel Ruiz De La Cruz,"como la curva swap es de pendiente positiva, las tasas libor fwd te sugiere que la libor de 6m va a subir ",raw_data/presentchats/1_21_setiembre_2020.txt
158,01:29:18.000,01:29:18.900,Juan Manuel Calvo Rupay,pero que una tasa pase de 0.5 a más de 4 es bastante,raw_data/presentchats/1_21_setiembre_2020.txt
159,01:29:23.000,01:29:23.900,Omar De Jesus Alegria Jimenez,0,raw_data/presentchats/1_21_setiembre_2020.txt
160,01:29:24.000,01:29:24.900,Dante Leonardo Zena Blascano,seguro a los 2.5y por ahí,raw_data/presentchats/1_21_setiembre_2020.txt
161,01:29:39.000,01:29:39.900,Juan Manuel Calvo Rupay,medio improbable,raw_data/presentchats/1_21_setiembre_2020.txt
162,01:29:40.000,01:29:40.900,Juan Manuel Calvo Rupay,claro,raw_data/presentchats/1_21_setiembre_2020.txt
163,01:30:16.000,01:30:16.900,Juan Manuel Calvo Rupay,no deberiamos de estar hablando de una proyeccíon de que estaría llegando a 7.5 aprox,raw_data/presentchats/1_21_setiembre_2020.txt
164,01:30:17.000,01:30:17.900,Omar De Jesus Alegria Jimenez,profesor,raw_data/presentchats/1_21_setiembre_2020.txt
165,01:30:21.000,01:30:21.900,Juan Manuel Calvo Rupay,para que el 4 sea el promedio,raw_data/presentchats/1_21_setiembre_2020.txt
166,01:30:23.000,01:30:23.900,Juan Manuel Calvo Rupay,?,raw_data/presentchats/1_21_setiembre_2020.txt
167,01:31:02.000,01:31:02.900,Juan Manuel Calvo Rupay,ok,raw_data/presentchats/1_21_setiembre_2020.txt
168,01:31:08.000,01:31:08.900,Omar De Jesus Alegria Jimenez,OKa,raw_data/presentchats/1_21_setiembre_2020.txt
169,01:33:39.000,01:33:39.900,Juan Manuel Calvo Rupay,no hay demanda,raw_data/presentchats/1_21_setiembre_2020.txt
170,01:36:52.000,01:36:52.900,Juan Manuel Calvo Rupay,depende de lo que consideres como cobertura,raw_data/presentchats/1_21_setiembre_2020.txt
171,01:37:17.000,01:37:17.900,Fernando Miguel Ruiz De La Cruz,"en realidad no, pues si hubiera demanda entonces no swapearian (y si hay demanda por floating, no estas hedgeando nada)",raw_data/presentchats/1_21_setiembre_2020.txt
172,01:37:19.000,01:37:19.900,Alvaro Alberto Guevara Lazaro,creo que no porque se exponen a mayor volatilidad de la tasa,raw_data/presentchats/1_21_setiembre_2020.txt
173,01:37:48.000,01:37:48.900,Dante Leonardo Zena Blascano,pero el bono es en tasa fija,raw_data/presentchats/1_21_setiembre_2020.txt
174,01:38:06.000,01:38:06.900,Juan Manuel Calvo Rupay,definitivamente,raw_data/presentchats/1_21_setiembre_2020.txt
175,01:41:35.000,01:41:35.900,Juan Manuel Calvo Rupay,"pero se cubren de la fija, osea en el caso de una mala economía tienes menos ingresos con los que se te ajusta pagar la tasa fija en cambio la variable (en teoría) se te va a caer y sí podrás pagar",raw_data/presentchats/1_21_setiembre_2020.txt
176,01:42:00.000,01:42:00.900,Juan Manuel Calvo Rupay,muchos supuestos igual,raw_data/presentchats/1_21_setiembre_2020.txt
177,01:42:32.000,01:42:32.900,Juan Manuel Calvo Rupay,correlación no es causalidad jajaj,raw_data/presentchats/1_21_setiembre_2020.txt
178,01:43:04.000,01:43:04.900,Dante Leonardo Zena Blascano,mtm?,raw_data/presentchats/1_21_setiembre_2020.txt
179,01:43:31.000,01:43:31.900,Dante Leonardo Zena Blascano,no ,raw_data/presentchats/1_21_setiembre_2020.txt
180,01:43:33.000,01:43:33.900,Fernando Miguel Ruiz De La Cruz,casi no,raw_data/presentchats/1_21_setiembre_2020.txt
181,01:44:17.000,01:44:17.900,Carla Patricia Valdez Diaz,para ponerla en los estados financieross,raw_data/presentchats/1_21_setiembre_2020.txt
182,01:44:19.000,01:44:19.900,Dante Leonardo Zena Blascano,porque con eso pueden reconocer ganancias si el mtm les favorece?,raw_data/presentchats/1_21_setiembre_2020.txt
183,01:48:27.000,01:48:27.900,Juan Manuel Calvo Rupay,puede repetir asi altoq profe,raw_data/presentchats/1_21_setiembre_2020.txt
184,01:48:28.000,01:48:28.900,Giosue Melo Fung,si profe,raw_data/presentchats/1_21_setiembre_2020.txt
185,01:48:30.000,01:48:30.900,Dante Leonardo Zena Blascano,lo puedes repetir porfa?,raw_data/presentchats/1_21_setiembre_2020.txt
186,01:48:31.000,01:48:31.900,Carla Patricia Valdez Diaz,maso,raw_data/presentchats/1_21_setiembre_2020.txt
187,01:49:36.000,01:49:36.900,Juan Manuel Calvo Rupay,baja el precio,raw_data/presentchats/1_21_setiembre_2020.txt
188,01:49:38.000,01:49:38.900,Juan Manuel Calvo Rupay,jajaj,raw_data/presentchats/1_21_setiembre_2020.txt
189,01:49:50.000,01:49:50.900,Juan Manuel Calvo Rupay,depende de la duración,raw_data/presentchats/1_21_setiembre_2020.txt
190,01:50:44.000,01:50:44.900,Dante Leonardo Zena Blascano,sí,raw_data/presentchats/1_21_setiembre_2020.txt
191,01:50:50.000,01:50:50.900,Juan Manuel Calvo Rupay,desde el punto de vista de walmart ganó porq lockeo una tasa baja su deuda,raw_data/presentchats/1_21_setiembre_2020.txt
192,01:50:50.000,01:50:50.900,Carla Patricia Valdez Diaz,si,raw_data/presentchats/1_21_setiembre_2020.txt
193,01:51:49.000,01:51:49.900,Juan Manuel Calvo Rupay,si,raw_data/presentchats/1_21_setiembre_2020.txt
194,01:51:50.000,01:51:50.900,Carla Patricia Valdez Diaz,si,raw_data/presentchats/1_21_setiembre_2020.txt
195,01:51:50.000,01:51:50.900,Omar De Jesus Alegria Jimenez,Sí,raw_data/presentchats/1_21_setiembre_2020.txt
